"U.S. Home Price and Related data, for Figure 3.1 in Robert J. Shiller, Irrational Exuberance, 3rd. Edition, Princeton University Press, 2015, as updated by author",,,,,,,,,,,,,,,,,,
See the book for description of data.,,,,"Update Nominal Home Price Index, Click Additional Information, National Index: https://us.spindices.com/index-family/real-estate/sp-corelogic-case-shiller",,,,,,,,,,,,,,
"Monthly data from January 1953 for prices, all other data are annual.",,,,,,,,Nominal,,,,,,,,,,
,Real,,Real,,,,,Home,,,Nominal,,,Consumer,,,,
,Home,,Building,U.S.,,,,Price,HPI,,Building,,,Price,CPI Annual&,,,
,Price,,Cost,Population,,Long Rate,,Index,Source,,Cost,Build Cost,,Index,Quarterly,,,CPI
Date,Index,Date,Index,Millions,Long Rate,Source,Date,From fig2.1Revised2011.xls,,Date,Index,Source,Date,,,,Date,Annual
1980.291667,117.4896372,,,,,,1980.291667,44.48,S&P/CoreLogic/Case-Shiller,,,,1980.291667,81.00,BLS,,,
1980.375,117.1645733,,,,,,1980.375,44.79,S&P/CoreLogic/Case-Shiller,,,,1980.375,81.80,BLS,,,
1980.458333,116.5932616,,,,,,1980.458333,45.06,S&P/CoreLogic/Case-Shiller,,,,1980.458333,82.70,BLS,,,
1980.541667,117.4030987,,,,,,1980.541667,45.38,S&P/CoreLogic/Case-Shiller,,,,1980.541667,82.70,BLS,,,
1980.625,117.2381644,,,,,,1980.625,45.64,S&P/CoreLogic/Case-Shiller,,,,1980.625,83.30,BLS,,,
1980.708333,116.8266796,,,,,,1980.708333,45.86,S&P/CoreLogic/Case-Shiller,,,,1980.708333,84.00,BLS,,,
1980.791667,116.2014384,,,,,,1980.791667,46.05,S&P/CoreLogic/Case-Shiller,,,,1980.791667,84.80,BLS,,,
1980.875,115.713064,,,,,,1980.875,46.24,S&P/CoreLogic/Case-Shiller,,,,1980.875,85.50,BLS,,,
1980.958333,115.0941369,,,,,,1980.958333,46.42,S&P/CoreLogic/Case-Shiller,,,,1980.958333,86.30,BLS,,,
1981.041667,114.5197948,,,,,,1981.041667,46.56,S&P/CoreLogic/Case-Shiller,,,,1981.041667,87.00,BLS,,,
1981.125,113.802447,,,,,,1981.125,46.75,S&P/CoreLogic/Case-Shiller,,,,1981.125,87.90,BLS,,,
1981.208333,113.7054637,,,,,,1981.208333,47.03,S&P/CoreLogic/Case-Shiller,,,,1981.208333,88.50,BLS,,,
1981.291667,113.9459956,,,,,,1981.291667,47.45,S&P/CoreLogic/Case-Shiller,,,,1981.291667,89.10,BLS,,,
1981.375,113.8440899,,,,,,1981.375,47.78,S&P/CoreLogic/Case-Shiller,,,,1981.375,89.80,BLS,,,
1981.458333,113.5686194,,,,,,1981.458333,48.09,S&P/CoreLogic/Case-Shiller,,,,1981.458333,90.60,BLS,,,
1981.541667,112.9057667,,,,,,1981.541667,48.33,S&P/CoreLogic/Case-Shiller,,,,1981.541667,91.60,BLS,,,
1981.625,112.6244152,,,,,,1981.625,48.58,S&P/CoreLogic/Case-Shiller,,,,1981.625,92.30,BLS,,,
1981.708333,111.7480583,,,,,,1981.708333,48.67,S&P/CoreLogic/Case-Shiller,,,,1981.708333,93.20,BLS,,,
1981.791667,111.6599705,,,,,,1981.791667,48.74,S&P/CoreLogic/Case-Shiller,,,,1981.791667,93.40,BLS,,,
1981.875,111.3093187,,,,,,1981.875,48.74,S&P/CoreLogic/Case-Shiller,,,,1981.875,93.70,BLS,,,
1981.958333,111.0428522,,,,,,1981.958333,48.78,S&P/CoreLogic/Case-Shiller,,,,1981.958333,94.00,BLS,,,
1982.041667,110.7644668,,,,,,1982.041667,48.82,S&P/CoreLogic/Case-Shiller,,,,1982.041667,94.30,BLS,,,
1982.125,110.591893,,,,,,1982.125,48.89,S&P/CoreLogic/Case-Shiller,,,,1982.125,94.60,BLS,,,
1982.208333,110.6477863,,,,,,1982.208333,48.87,S&P/CoreLogic/Case-Shiller,,,,1982.208333,94.50,BLS,,,
1982.291667,110.3257121,,,,,,1982.291667,48.93,S&P/CoreLogic/Case-Shiller,,,,1982.291667,94.90,BLS,,,
1982.375,109.4321957,,,,,,1982.375,49.00,S&P/CoreLogic/Case-Shiller,,,,1982.375,95.80,BLS,,,
1982.458333,108.0695717,,,,,,1982.458333,48.99,S&P/CoreLogic/Case-Shiller,,,,1982.458333,97.00,BLS,,,
1982.541667,107.486839,,,,,,1982.541667,48.98,S&P/CoreLogic/Case-Shiller,,,,1982.541667,97.50,BLS,,,
1982.625,107.2186223,,,,,,1982.625,48.96,S&P/CoreLogic/Case-Shiller,,,,1982.625,97.70,BLS,,,
1982.708333,107.036741,,,,,,1982.708333,48.97,S&P/CoreLogic/Case-Shiller,,,,1982.708333,97.90,BLS,,,
1982.791667,106.7119238,,,,,,1982.791667,48.97,S&P/CoreLogic/Case-Shiller,,,,1982.791667,98.20,BLS,,,
1982.875,106.9362534,,,,,,1982.875,48.98,S&P/CoreLogic/Case-Shiller,,,,1982.875,98.00,BLS,,,
1982.958333,107.5564814,,,,,,1982.958333,49.06,S&P/CoreLogic/Case-Shiller,,,,1982.958333,97.60,BLS,,,
1983.041667,107.695339,,,,,,1983.041667,49.22,S&P/CoreLogic/Case-Shiller,,,,1983.041667,97.80,BLS,,,
1983.125,108.1448542,,,,,,1983.125,49.48,S&P/CoreLogic/Case-Shiller,,,,1983.125,97.90,BLS,,,
1983.208333,108.5929078,,,,,,1983.208333,49.69,S&P/CoreLogic/Case-Shiller,,,,1983.208333,97.90,BLS,,,
1983.291667,108.3775127,,,,,,1983.291667,49.94,S&P/CoreLogic/Case-Shiller,,,,1983.291667,98.60,BLS,,,
1983.375,108.2634069,,,,,,1983.375,50.19,S&P/CoreLogic/Case-Shiller,,,,1983.375,99.20,BLS,,,
1983.458333,108.4660031,,,,,,1983.458333,50.44,S&P/CoreLogic/Case-Shiller,,,,1983.458333,99.50,BLS,,,
1983.541667,108.6485637,,,,,,1983.541667,50.73,S&P/CoreLogic/Case-Shiller,,,,1983.541667,99.90,BLS,,,
1983.625,108.8037467,,,,,,1983.625,50.95,S&P/CoreLogic/Case-Shiller,,,,1983.625,100.20,BLS,,,
1983.708333,108.55249,,,,,,1983.708333,51.09,S&P/CoreLogic/Case-Shiller,,,,1983.708333,100.70,BLS,,,
1983.791667,108.4334371,,,,,,1983.791667,51.18,S&P/CoreLogic/Case-Shiller,,,,1983.791667,101.00,BLS,,,
1983.875,108.3671468,,,,,,1983.875,51.25,S&P/CoreLogic/Case-Shiller,,,,1983.875,101.20,BLS,,,
1983.958333,108.5432145,,,,,,1983.958333,51.39,S&P/CoreLogic/Case-Shiller,,,,1983.958333,101.30,BLS,,,
1984.041667,108.2190733,,,,,,1984.041667,51.54,S&P/CoreLogic/Case-Shiller,,,,1984.041667,101.90,BLS,,,
1984.125,108.03753,,,,,,1984.125,51.70,S&P/CoreLogic/Case-Shiller,,,,1984.125,102.40,BLS,,,
1984.208333,108.3191101,,,,,,1984.208333,51.94,S&P/CoreLogic/Case-Shiller,,,,1984.208333,102.60,BLS,,,
1984.291667,108.3977383,,,,,,1984.291667,52.23,S&P/CoreLogic/Case-Shiller,,,,1984.291667,103.10,BLS,,,
1984.375,108.7640611,,,,,,1984.375,52.56,S&P/CoreLogic/Case-Shiller,,,,1984.375,103.40,BLS,,,
1984.458333,109.0746164,,,,,,1984.458333,52.86,S&P/CoreLogic/Case-Shiller,,,,1984.458333,103.70,BLS,,,
1984.541667,109.2556947,,,,,,1984.541667,53.15,S&P/CoreLogic/Case-Shiller,,,,1984.541667,104.10,BLS,,,
1984.625,109.359626,,,,,,1984.625,53.41,S&P/CoreLogic/Case-Shiller,,,,1984.625,104.50,BLS,,,
1984.708333,109.1608442,,,,,,1984.708333,53.57,S&P/CoreLogic/Case-Shiller,,,,1984.708333,105.00,BLS,,,
1984.791667,109.0510158,,,,,,1984.791667,53.67,S&P/CoreLogic/Case-Shiller,,,,1984.791667,105.30,BLS,,,
1984.875,109.0672721,,,,,,1984.875,53.67,S&P/CoreLogic/Case-Shiller,,,,1984.875,105.30,BLS,,,
1984.958333,109.3029877,,,,,,1984.958333,53.79,S&P/CoreLogic/Case-Shiller,,,,1984.958333,105.30,BLS,,,
1985.041667,109.4709915,,,,,,1985.041667,53.98,S&P/CoreLogic/Case-Shiller,,,,1985.041667,105.50,BLS,,,
1985.125,109.449179,,,,,,1985.125,54.22,S&P/CoreLogic/Case-Shiller,,,,1985.125,106.00,BLS,,,
1985.208333,109.6591223,,,,,,1985.208333,54.53,S&P/CoreLogic/Case-Shiller,,,,1985.208333,106.40,BLS,,,
1985.291667,109.8888174,,,,,,1985.291667,54.90,S&P/CoreLogic/Case-Shiller,,,,1985.291667,106.90,BLS,,,
1985.375,110.3167121,,,,,,1985.375,55.32,S&P/CoreLogic/Case-Shiller,,,,1985.375,107.30,BLS,,,
1985.458333,110.8005989,,,,,,1985.458333,55.72,S&P/CoreLogic/Case-Shiller,,,,1985.458333,107.60,BLS,,,
1985.541667,111.3870097,,,,,,1985.541667,56.12,S&P/CoreLogic/Case-Shiller,,,,1985.541667,107.80,BLS,,,
1985.625,111.9474739,,,,,,1985.625,56.50,S&P/CoreLogic/Case-Shiller,,,,1985.625,108.00,BLS,,,
1985.708333,112.3604919,,,,,,1985.708333,56.87,S&P/CoreLogic/Case-Shiller,,,,1985.708333,108.30,BLS,,,
1985.791667,112.5808699,,,,,,1985.791667,57.19,S&P/CoreLogic/Case-Shiller,,,,1985.791667,108.70,BLS,,,
1985.875,112.8854504,,,,,,1985.875,57.51,S&P/CoreLogic/Case-Shiller,,,,1985.875,109.00,BLS,,,
1985.958333,113.1746552,,,,,,1985.958333,57.81,S&P/CoreLogic/Case-Shiller,,,,1985.958333,109.30,BLS,,,
1986.041667,113.5423214,,,,,,1986.041667,58.16,S&P/CoreLogic/Case-Shiller,,,,1986.041667,109.60,BLS,,,
1986.125,114.5274027,,,,,,1986.125,58.50,S&P/CoreLogic/Case-Shiller,,,,1986.125,109.30,BLS,,,
1986.208333,115.9210219,,,,,,1986.208333,58.94,S&P/CoreLogic/Case-Shiller,,,,1986.208333,108.80,BLS,,,
1986.291667,117.2043692,,,,,,1986.291667,59.49,S&P/CoreLogic/Case-Shiller,,,,1986.291667,108.60,BLS,,,
1986.375,117.9936013,,,,,,1986.375,60.05,S&P/CoreLogic/Case-Shiller,,,,1986.375,108.90,BLS,,,
1986.458333,118.5136532,,,,,,1986.458333,60.65,S&P/CoreLogic/Case-Shiller,,,,1986.458333,109.50,BLS,,,
1986.541667,119.6900159,,,,,,1986.541667,61.25,S&P/CoreLogic/Case-Shiller,,,,1986.541667,109.50,BLS,,,
1986.625,120.507533,,,,,,1986.625,61.78,S&P/CoreLogic/Case-Shiller,,,,1986.625,109.70,BLS,,,
1986.708333,120.8519959,,,,,,1986.708333,62.24,S&P/CoreLogic/Case-Shiller,,,,1986.708333,110.20,BLS,,,
1986.791667,121.4194606,,,,,,1986.791667,62.59,S&P/CoreLogic/Case-Shiller,,,,1986.791667,110.30,BLS,,,
1986.875,121.9161235,,,,,,1986.875,62.90,S&P/CoreLogic/Case-Shiller,,,,1986.875,110.40,BLS,,,
1986.958333,122.7023485,,,,,,1986.958333,63.37,S&P/CoreLogic/Case-Shiller,,,,1986.958333,110.50,BLS,,,
1987.041667,122.6746137,,,,,,1987.041667,63.75,S&P/CoreLogic/Case-Shiller,,,,1987.041667,111.20,BLS,,,
1987.125,123.0018478,,,,,,1987.125,64.15,S&P/CoreLogic/Case-Shiller,,,,1987.125,111.60,BLS,,,
1987.208333,123.0945685,,,,,,1987.208333,64.49,S&P/CoreLogic/Case-Shiller,,,,1987.208333,112.10,BLS,,,
1987.291667,123.3980254,,,,,,1987.291667,64.99,S&P/CoreLogic/Case-Shiller,,,,1987.291667,112.70,BLS,,,
1987.375,124.0494421,,,,,,1987.375,65.57,S&P/CoreLogic/Case-Shiller,,,,1987.375,113.10,BLS,,,
1987.458333,124.8734785,,,,,,1987.458333,66.24,S&P/CoreLogic/Case-Shiller,,,,1987.458333,113.50,BLS,,,
1987.541667,125.60475,,,,,,1987.541667,66.80,S&P/CoreLogic/Case-Shiller,,,,1987.541667,113.80,BLS,,,
1987.625,125.8437724,,,,,,1987.625,67.28,S&P/CoreLogic/Case-Shiller,,,,1987.625,114.40,BLS,,,
1987.708333,125.8477213,,,,,,1987.708333,67.64,S&P/CoreLogic/Case-Shiller,,,,1987.708333,115.00,BLS,,,
1987.791667,126.0380434,,,,,,1987.791667,67.92,S&P/CoreLogic/Case-Shiller,,,,1987.791667,115.30,BLS,,,
1987.875,126.2829743,,,,,,1987.875,68.11,S&P/CoreLogic/Case-Shiller,,,,1987.875,115.40,BLS,,,
1987.958333,126.7483747,,,,,,1987.958333,68.36,S&P/CoreLogic/Case-Shiller,,,,1987.958333,115.40,BLS,,,
1988.041667,126.8580297,,,,,,1988.041667,68.60,S&P/CoreLogic/Case-Shiller,,,,1988.041667,115.70,BLS,,,
1988.125,127.1441985,,,,,,1988.125,68.93,S&P/CoreLogic/Case-Shiller,,,,1988.125,116.00,BLS,,,
1988.208333,127.346043,,,,,,1988.208333,69.34,S&P/CoreLogic/Case-Shiller,,,,1988.208333,116.50,BLS,,,
1988.291667,127.5395686,,,,,,1988.291667,69.80,S&P/CoreLogic/Case-Shiller,,,,1988.291667,117.10,BLS,,,
1988.375,128.232619,,,,,,1988.375,70.42,S&P/CoreLogic/Case-Shiller,,,,1988.375,117.50,BLS,,,
1988.458333,128.8842449,,,,,,1988.458333,71.08,S&P/CoreLogic/Case-Shiller,,,,1988.458333,118.00,BLS,,,
1988.541667,129.4563391,,,,,,1988.541667,71.69,S&P/CoreLogic/Case-Shiller,,,,1988.541667,118.50,BLS,,,
1988.625,129.8114509,,,,,,1988.625,72.19,S&P/CoreLogic/Case-Shiller,,,,1988.625,119.00,BLS,,,
1988.708333,129.6393834,,,,,,1988.708333,72.58,S&P/CoreLogic/Case-Shiller,,,,1988.708333,119.80,BLS,,,
1988.791667,129.6494461,,,,,,1988.791667,72.83,S&P/CoreLogic/Case-Shiller,,,,1988.791667,120.20,BLS,,,
1988.875,129.973889,,,,,,1988.875,73.07,S&P/CoreLogic/Case-Shiller,,,,1988.875,120.30,BLS,,,
1988.958333,130.134615,,,,,,1988.958333,73.29,S&P/CoreLogic/Case-Shiller,,,,1988.958333,120.50,BLS,,,
1989.041667,130.0853013,,,,,,1989.041667,73.62,S&P/CoreLogic/Case-Shiller,,,,1989.041667,121.10,BLS,,,
1989.125,130.1662872,,,,,,1989.125,73.97,S&P/CoreLogic/Case-Shiller,,,,1989.125,121.60,BLS,,,
1989.208333,130.1945753,,,,,,1989.208333,74.42,S&P/CoreLogic/Case-Shiller,,,,1989.208333,122.30,BLS,,,
1989.291667,130.1445668,,,,,,1989.291667,74.87,S&P/CoreLogic/Case-Shiller,,,,1989.291667,123.10,BLS,,,
1989.375,130.1501661,,,,,,1989.375,75.30,S&P/CoreLogic/Case-Shiller,,,,1989.375,123.80,BLS,,,
1989.458333,130.5252195,,,,,,1989.458333,75.70,S&P/CoreLogic/Case-Shiller,,,,1989.458333,124.10,BLS,,,
1989.541667,130.8055818,,,,,,1989.541667,76.05,S&P/CoreLogic/Case-Shiller,,,,1989.541667,124.40,BLS,,,
1989.625,130.9923124,,,,,,1989.625,76.28,S&P/CoreLogic/Case-Shiller,,,,1989.625,124.60,BLS,,,
1989.708333,130.826481,,,,,,1989.708333,76.43,S&P/CoreLogic/Case-Shiller,,,,1989.708333,125.00,BLS,,,
1989.791667,130.3139517,,,,,,1989.791667,76.49,S&P/CoreLogic/Case-Shiller,,,,1989.791667,125.60,BLS,,,
1989.875,130.0561199,,,,,,1989.875,76.52,S&P/CoreLogic/Case-Shiller,,,,1989.875,125.90,BLS,,,
1989.958333,129.8074241,,,,,,1989.958333,76.50,S&P/CoreLogic/Case-Shiller,,,,1989.958333,126.10,BLS,,,
1990.041667,128.5298855,,,,,,1990.041667,76.53,S&P/CoreLogic/Case-Shiller,,,,1990.041667,127.40,BLS,,,
1990.125,128.0277015,,,,,,1990.125,76.59,S&P/CoreLogic/Case-Shiller,,,,1990.125,128.00,BLS,,,
1990.208333,127.6688601,,,,,,1990.208333,76.79,S&P/CoreLogic/Case-Shiller,,,,1990.208333,128.70,BLS,,,
1990.291667,127.8874283,,,,,,1990.291667,77.04,S&P/CoreLogic/Case-Shiller,,,,1990.291667,128.90,BLS,,,
1990.375,128.0177595,,,,,,1990.375,77.30,S&P/CoreLogic/Case-Shiller,,,,1990.375,129.20,BLS,,,
1990.458333,127.6655811,,,,,,1990.458333,77.50,S&P/CoreLogic/Case-Shiller,,,,1990.458333,129.90,BLS,,,
1990.541667,127.2613924,,,,,,1990.541667,77.56,S&P/CoreLogic/Case-Shiller,,,,1990.541667,130.40,BLS,,,
1990.625,125.9660017,,,,,,1990.625,77.47,S&P/CoreLogic/Case-Shiller,,,,1990.625,131.60,BLS,,,
1990.708333,124.5170958,,,,,,1990.708333,77.22,S&P/CoreLogic/Case-Shiller,,,,1990.708333,132.70,BLS,,,
1990.791667,123.2644432,,,,,,1990.791667,76.91,S&P/CoreLogic/Case-Shiller,,,,1990.791667,133.50,BLS,,,
1990.875,122.1372911,,,,,,1990.875,76.37,S&P/CoreLogic/Case-Shiller,,,,1990.875,133.80,BLS,,,
1990.958333,121.4832184,,,,,,1990.958333,75.97,S&P/CoreLogic/Case-Shiller,,,,1990.958333,133.80,BLS,,,
1991.041667,120.0648921,,,,,,1991.041667,75.53,S&P/CoreLogic/Case-Shiller,,,,1991.041667,134.60,BLS,,,
1991.125,119.4423001,,,,,,1991.125,75.25,S&P/CoreLogic/Case-Shiller,,,,1991.125,134.80,BLS,,,
1991.208333,119.0973401,,,,,,1991.208333,75.14,S&P/CoreLogic/Case-Shiller,,,,1991.208333,135.00,BLS,,,
1991.291667,119.1917921,,,,,,1991.291667,75.31,S&P/CoreLogic/Case-Shiller,,,,1991.291667,135.20,BLS,,,
1991.375,119.5613269,,,,,,1991.375,75.77,S&P/CoreLogic/Case-Shiller,,,,1991.375,135.60,BLS,,,
1991.458333,119.9695945,,,,,,1991.458333,76.25,S&P/CoreLogic/Case-Shiller,,,,1991.458333,136.00,BLS,,,
1991.541667,120.1971799,,,,,,1991.541667,76.51,S&P/CoreLogic/Case-Shiller,,,,1991.541667,136.20,BLS,,,
1991.625,119.9658259,,,,,,1991.625,76.59,S&P/CoreLogic/Case-Shiller,,,,1991.625,136.60,BLS,,,
1991.708333,119.4178005,,,,,,1991.708333,76.57,S&P/CoreLogic/Case-Shiller,,,,1991.708333,137.20,BLS,,,
1991.791667,118.8017024,,,,,,1991.791667,76.29,S&P/CoreLogic/Case-Shiller,,,,1991.791667,137.40,BLS,,,
1991.875,118.0608912,,,,,,1991.875,76.03,S&P/CoreLogic/Case-Shiller,,,,1991.875,137.80,BLS,,,
1991.958333,117.6664989,,,,,,1991.958333,75.83,S&P/CoreLogic/Case-Shiller,,,,1991.958333,137.90,BLS,,,
1992.041667,117.2822732,,,,,,1992.041667,75.70,S&P/CoreLogic/Case-Shiller,,,,1992.041667,138.10,BLS,,,
1992.125,116.791249,,,,,,1992.125,75.65,S&P/CoreLogic/Case-Shiller,,,,1992.125,138.60,BLS,,,
1992.208333,116.4485916,,,,,,1992.208333,75.81,S&P/CoreLogic/Case-Shiller,,,,1992.208333,139.30,BLS,,,
1992.291667,116.6911799,,,,,,1992.291667,76.08,S&P/CoreLogic/Case-Shiller,,,,1992.291667,139.50,BLS,,,
1992.375,117.0127198,,,,,,1992.375,76.40,S&P/CoreLogic/Case-Shiller,,,,1992.375,139.70,BLS,,,
1992.458333,116.908284,,,,,,1992.458333,76.60,S&P/CoreLogic/Case-Shiller,,,,1992.458333,140.20,BLS,,,
1992.541667,116.8246581,,,,,,1992.541667,76.71,S&P/CoreLogic/Case-Shiller,,,,1992.541667,140.50,BLS,,,
1992.625,116.5248964,,,,,,1992.625,76.73,S&P/CoreLogic/Case-Shiller,,,,1992.625,140.90,BLS,,,
1992.708333,116.0405708,,,,,,1992.708333,76.63,S&P/CoreLogic/Case-Shiller,,,,1992.708333,141.30,BLS,,,
1992.791667,115.5876406,,,,,,1992.791667,76.60,S&P/CoreLogic/Case-Shiller,,,,1992.791667,141.80,BLS,,,
1992.875,115.3977178,,,,,,1992.875,76.58,S&P/CoreLogic/Case-Shiller,,,,1992.875,142.00,BLS,,,
1992.958333,115.305631,,,,,,1992.958333,76.47,S&P/CoreLogic/Case-Shiller,,,,1992.958333,141.90,BLS,,,
1993.041667,114.6360793,,,,,,1993.041667,76.40,S&P/CoreLogic/Case-Shiller,,,,1993.041667,142.60,BLS,,,
1993.125,114.1338557,,,,,,1993.125,76.33,S&P/CoreLogic/Case-Shiller,,,,1993.125,143.10,BLS,,,
1993.208333,113.8184071,,,,,,1993.208333,76.39,S&P/CoreLogic/Case-Shiller,,,,1993.208333,143.60,BLS,,,
1993.291667,113.9138456,,,,,,1993.291667,76.66,S&P/CoreLogic/Case-Shiller,,,,1993.291667,144.00,BLS,,,
1993.375,114.3033965,,,,,,1993.375,77.03,S&P/CoreLogic/Case-Shiller,,,,1993.375,144.20,BLS,,,
1993.458333,114.8652398,,,,,,1993.458333,77.52,S&P/CoreLogic/Case-Shiller,,,,1993.458333,144.40,BLS,,,
1993.541667,115.4105448,,,,,,1993.541667,77.89,S&P/CoreLogic/Case-Shiller,,,,1993.541667,144.40,BLS,,,
1993.625,115.4552487,,,,,,1993.625,78.13,S&P/CoreLogic/Case-Shiller,,,,1993.625,144.80,BLS,,,
1993.708333,115.3182919,,,,,,1993.708333,78.20,S&P/CoreLogic/Case-Shiller,,,,1993.708333,145.10,BLS,,,
1993.791667,114.8081592,,,,,,1993.791667,78.18,S&P/CoreLogic/Case-Shiller,,,,1993.791667,145.70,BLS,,,
1993.875,114.7294156,,,,,,1993.875,78.18,S&P/CoreLogic/Case-Shiller,,,,1993.875,145.80,BLS,,,
1993.958333,114.6457637,,,,,,1993.958333,78.12,S&P/CoreLogic/Case-Shiller,,,,1993.958333,145.80,BLS,,,
1994.041667,114.4564982,,,,,,1994.041667,78.20,S&P/CoreLogic/Case-Shiller,,,,1994.041667,146.20,BLS,,,
1994.125,114.0751457,,,,,,1994.125,78.21,S&P/CoreLogic/Case-Shiller,,,,1994.125,146.70,BLS,,,
1994.208333,113.8984372,,,,,,1994.208333,78.36,S&P/CoreLogic/Case-Shiller,,,,1994.208333,147.20,BLS,,,
1994.291667,114.2577773,,,,,,1994.291667,78.71,S&P/CoreLogic/Case-Shiller,,,,1994.291667,147.40,BLS,,,
1994.375,114.9187024,,,,,,1994.375,79.22,S&P/CoreLogic/Case-Shiller,,,,1994.375,147.50,BLS,,,
1994.458333,115.241779,,,,,,1994.458333,79.71,S&P/CoreLogic/Case-Shiller,,,,1994.458333,148.00,BLS,,,
1994.541667,115.4531098,,,,,,1994.541667,80.07,S&P/CoreLogic/Case-Shiller,,,,1994.541667,148.40,BLS,,,
1994.625,115.3515212,,,,,,1994.625,80.33,S&P/CoreLogic/Case-Shiller,,,,1994.625,149.00,BLS,,,
1994.708333,115.0741905,,,,,,1994.708333,80.35,S&P/CoreLogic/Case-Shiller,,,,1994.708333,149.40,BLS,,,
1994.791667,114.9442613,,,,,,1994.791667,80.31,S&P/CoreLogic/Case-Shiller,,,,1994.791667,149.50,BLS,,,
1994.875,114.5977335,,,,,,1994.875,80.18,S&P/CoreLogic/Case-Shiller,,,,1994.875,149.70,BLS,,,
1994.958333,114.4690925,,,,,,1994.958333,80.09,S&P/CoreLogic/Case-Shiller,,,,1994.958333,149.70,BLS,,,
1995.041667,113.9423717,,,,,,1995.041667,80.04,S&P/CoreLogic/Case-Shiller,,,,1995.041667,150.30,BLS,,,
1995.125,113.4453632,,,,,,1995.125,80.01,S&P/CoreLogic/Case-Shiller,,,,1995.125,150.90,BLS,,,
1995.208333,113.1964921,,,,,,1995.208333,80.09,S&P/CoreLogic/Case-Shiller,,,,1995.208333,151.40,BLS,,,
1995.291667,113.2366226,,,,,,1995.291667,80.39,S&P/CoreLogic/Case-Shiller,,,,1995.291667,151.90,BLS,,,
1995.375,113.4661121,,,,,,1995.375,80.71,S&P/CoreLogic/Case-Shiller,,,,1995.375,152.20,BLS,,,
1995.458333,113.7704662,,,,,,1995.458333,81.09,S&P/CoreLogic/Case-Shiller,,,,1995.458333,152.50,BLS,,,
1995.541667,114.2517299,,,,,,1995.541667,81.43,S&P/CoreLogic/Case-Shiller,,,,1995.541667,152.50,BLS,,,
1995.625,114.2928989,,,,,,1995.625,81.67,S&P/CoreLogic/Case-Shiller,,,,1995.625,152.90,BLS,,,
1995.708333,114.1878064,,,,,,1995.708333,81.76,S&P/CoreLogic/Case-Shiller,,,,1995.708333,153.20,BLS,,,
1995.791667,113.8010295,,,,,,1995.791667,81.75,S&P/CoreLogic/Case-Shiller,,,,1995.791667,153.70,BLS,,,
1995.875,113.7427787,,,,,,1995.875,81.65,S&P/CoreLogic/Case-Shiller,,,,1995.875,153.60,BLS,,,
1995.958333,113.6537848,,,,,,1995.958333,81.53,S&P/CoreLogic/Case-Shiller,,,,1995.958333,153.50,BLS,,,
1996.041667,112.8734992,,,,,,1996.041667,81.45,S&P/CoreLogic/Case-Shiller,,,,1996.041667,154.40,BLS,,,
1996.125,112.4718593,,,,,,1996.125,81.42,S&P/CoreLogic/Case-Shiller,,,,1996.125,154.90,BLS,,,
1996.208333,112.2595235,,,,,,1996.208333,81.69,S&P/CoreLogic/Case-Shiller,,,,1996.208333,155.70,BLS,,,
1996.291667,112.4555816,,,,,,1996.291667,82.15,S&P/CoreLogic/Case-Shiller,,,,1996.291667,156.30,BLS,,,
1996.375,112.8932725,,,,,,1996.375,82.62,S&P/CoreLogic/Case-Shiller,,,,1996.375,156.60,BLS,,,
1996.458333,113.4343352,,,,,,1996.458333,83.07,S&P/CoreLogic/Case-Shiller,,,,1996.458333,156.70,BLS,,,
1996.541667,113.7245749,,,,,,1996.541667,83.44,S&P/CoreLogic/Case-Shiller,,,,1996.541667,157.00,BLS,,,
1996.625,113.8178264,,,,,,1996.625,83.67,S&P/CoreLogic/Case-Shiller,,,,1996.625,157.30,BLS,,,
1996.708333,113.5331215,,,,,,1996.708333,83.73,S&P/CoreLogic/Case-Shiller,,,,1996.708333,157.80,BLS,,,
1996.791667,113.0758468,,,,,,1996.791667,83.66,S&P/CoreLogic/Case-Shiller,,,,1996.791667,158.30,BLS,,,
1996.875,112.762122,,,,,,1996.875,83.58,S&P/CoreLogic/Case-Shiller,,,,1996.875,158.60,BLS,,,
1996.958333,112.6730791,,,,,,1996.958333,83.52,S&P/CoreLogic/Case-Shiller,,,,1996.958333,158.60,BLS,,,
1997.041667,112.3714349,,,,,,1997.041667,83.55,S&P/CoreLogic/Case-Shiller,,,,1997.041667,159.10,BLS,,,
1997.125,112.1065384,,,,,,1997.125,83.62,S&P/CoreLogic/Case-Shiller,,,,1997.125,159.60,BLS,,,
1997.208333,112.2488686,,,,,,1997.208333,83.94,S&P/CoreLogic/Case-Shiller,,,,1997.208333,160.00,BLS,,,
1997.291667,112.6616965,,,,,,1997.291667,84.35,S&P/CoreLogic/Case-Shiller,,,,1997.291667,160.20,BLS,,,
1997.375,113.4631291,,,,,,1997.375,84.90,S&P/CoreLogic/Case-Shiller,,,,1997.375,160.10,BLS,,,
1997.458333,114.033029,,,,,,1997.458333,85.43,S&P/CoreLogic/Case-Shiller,,,,1997.458333,160.30,BLS,,,
1997.541667,114.4801906,,,,,,1997.541667,85.87,S&P/CoreLogic/Case-Shiller,,,,1997.541667,160.50,BLS,,,
1997.625,114.6777875,,,,,,1997.625,86.18,S&P/CoreLogic/Case-Shiller,,,,1997.625,160.80,BLS,,,
