"U.S. Home Price and Related data, for Figure 3.1 in Robert J. Shiller, Irrational Exuberance, 3rd. Edition, Princeton University Press, 2015, as updated by author",,,,,,,,,,,,,,,,,,
See the book for description of data.,,,,"Update Nominal Home Price Index, Click Additional Information, National Index: https://us.spindices.com/index-family/real-estate/sp-corelogic-case-shiller",,,,,,,,,,,,,,
"Monthly data from January 1953 for prices, all other data are annual.",,,,,,,,Nominal,,,,,,,,,,
,Real,,Real,,,,,Home,,,Nominal,,,Consumer,,,,
,Home,,Building,U.S.,,,,Price,HPI,,Building,,,Price,CPI Annual&,,,
,Price,,Cost,Population,,Long Rate,,Index,Source,,Cost,Build Cost,,Index,Quarterly,,,CPI
Date,Index,Date,Index,Millions,Long Rate,Source,Date,From fig2.1Revised2011.xls,,Date,Index,Source,Date,,,,Date,Annual
1960.375,109.9237085,,,,,,1960.375,15.15495069,PHCPI,,,,1960.375,29.50,BLS,,,
1960.458333,109.312886,,,,,,1960.458333,15.12182512,PHCPI,,,,1960.458333,29.60,BLS,,,
1960.541667,109.312886,,,,,,1960.541667,15.12182512,PHCPI,,,,1960.541667,29.60,BLS,,,
1960.625,109.7918033,,,,,,1960.625,15.18807627,PHCPI,,,,1960.625,29.60,BLS,,,
1960.708333,110.2707207,,,,,,1960.708333,15.25432742,PHCPI,,,,1960.708333,29.60,BLS,,,
1960.791667,109.8874261,,,,,,1960.791667,15.30401578,PHCPI,,,,1960.791667,29.80,BLS,,,
1960.875,109.5306487,,,,,,1960.875,15.25432742,PHCPI,,,,1960.875,29.80,BLS,,,
1960.958333,109.5306487,,,,,,1960.958333,15.25432742,PHCPI,,,,1960.958333,29.80,BLS,,,
1961.041667,109.5306487,,,,,,1961.041667,15.25432742,PHCPI,,,,1961.041667,29.80,BLS,,,
1961.125,109.2927972,,,,,,1961.125,15.22120184,PHCPI,,,,1961.125,29.80,BLS,,,
1961.208333,109.5306487,,,,,,1961.208333,15.25432742,PHCPI,,,,1961.208333,29.80,BLS,,,
1961.291667,109.0549456,,,,,,1961.291667,15.18807627,PHCPI,,,,1961.291667,29.80,BLS,,,
1961.375,109.4117229,,,,,,1961.375,15.23776463,PHCPI,,,,1961.375,29.80,BLS,,,
1961.458333,109.2927972,,,,,,1961.458333,15.22120184,PHCPI,,,,1961.458333,29.80,BLS,,,
1961.541667,108.9185774,,,,,,1961.541667,15.2708902,PHCPI,,,,1961.541667,30.00,BLS,,,
1961.625,109.4013816,,,,,,1961.625,15.28745299,PHCPI,,,,1961.625,29.90,BLS,,,
1961.708333,109.0367103,,,,,,1961.708333,15.28745299,PHCPI,,,,1961.708333,30.00,BLS,,,
1961.791667,109.0367103,,,,,,1961.791667,15.28745299,PHCPI,,,,1961.791667,30.00,BLS,,,
1961.875,109.627375,,,,,,1961.875,15.37026693,PHCPI,,,,1961.875,30.00,BLS,,,
1961.958333,109.8636409,,,,,,1961.958333,15.4033925,PHCPI,,,,1961.958333,30.00,BLS,,,
1962.041667,109.9817739,,,,,,1962.041667,15.41995529,PHCPI,,,,1962.041667,30.00,BLS,,,
1962.125,109.380905,,,,,,1962.125,15.38682972,PHCPI,,,,1962.125,30.10,BLS,,,
1962.208333,109.380905,,,,,,1962.208333,15.38682972,PHCPI,,,,1962.208333,30.10,BLS,,,
1962.291667,109.0187165,,,,,,1962.291667,15.38682972,PHCPI,,,,1962.291667,30.20,BLS,,,
1962.375,109.6054696,,,,,,1962.375,15.46964366,PHCPI,,,,1962.375,30.20,BLS,,,
1962.458333,109.7228202,,,,,,1962.458333,15.48620644,PHCPI,,,,1962.458333,30.20,BLS,,,
1962.541667,109.3606987,,,,,,1962.541667,15.48620644,PHCPI,,,,1962.541667,30.30,BLS,,,
1962.625,109.3606987,,,,,,1962.625,15.48620644,PHCPI,,,,1962.625,30.30,BLS,,,
1962.708333,108.884381,,,,,,1962.708333,15.46964366,PHCPI,,,,1962.708333,30.40,BLS,,,
1962.791667,108.6512238,,,,,,1962.791667,15.43651808,PHCPI,,,,1962.791667,30.40,BLS,,,
1962.875,108.7678024,,,,,,1962.875,15.45308087,PHCPI,,,,1962.875,30.40,BLS,,,
1962.958333,108.7678024,,,,,,1962.958333,15.45308087,PHCPI,,,,1962.958333,30.40,BLS,,,
1963.041667,108.884381,,,,,,1963.041667,15.46964366,PHCPI,,,,1963.041667,30.40,BLS,,,
1963.125,108.884381,,,,,,1963.125,15.46964366,PHCPI,,,,1963.125,30.40,BLS,,,
1963.208333,109.1083647,,,,,,1963.208333,15.55245759,PHCPI,,,,1963.208333,30.50,BLS,,,
1963.291667,109.5731501,,,,,,1963.291667,15.61870874,PHCPI,,,,1963.291667,30.50,BLS,,,
1963.375,109.3407574,,,,,,1963.375,15.58558317,PHCPI,,,,1963.375,30.50,BLS,,,
1963.458333,108.9834347,,,,,,1963.458333,15.58558317,PHCPI,,,,1963.458333,30.60,BLS,,,
1963.541667,108.8593185,,,,,,1963.541667,15.61870874,PHCPI,,,,1963.541667,30.70,BLS,,,
1963.625,108.8593185,,,,,,1963.625,15.61870874,PHCPI,,,,1963.625,30.70,BLS,,,
1963.708333,108.8593185,,,,,,1963.708333,15.61870874,PHCPI,,,,1963.708333,30.70,BLS,,,
1963.791667,108.5058791,,,,,,1963.791667,15.61870874,PHCPI,,,,1963.791667,30.80,BLS,,,
1963.875,109.1962665,,,,,,1963.875,15.71808547,PHCPI,,,,1963.875,30.80,BLS,,,
1963.958333,109.3016492,,,,,,1963.958333,15.78433662,PHCPI,,,,1963.958333,30.90,BLS,,,
1964.041667,109.3016492,,,,,,1964.041667,15.78433662,PHCPI,,,,1964.041667,30.90,BLS,,,
1964.125,109.6457258,,,,,,1964.125,15.83402498,PHCPI,,,,1964.125,30.90,BLS,,,
1964.208333,109.6457258,,,,,,1964.208333,15.83402498,PHCPI,,,,1964.208333,30.90,BLS,,,
1964.291667,109.3016492,,,,,,1964.291667,15.78433662,PHCPI,,,,1964.291667,30.90,BLS,,,
1964.375,108.8428805,,,,,,1964.375,15.71808547,PHCPI,,,,1964.375,30.90,BLS,,,
1964.458333,108.8347411,,,,,,1964.458333,15.76777383,PHCPI,,,,1964.458333,31.00,BLS,,,
1964.541667,108.7126994,,,,,,1964.541667,15.80089941,PHCPI,,,,1964.541667,31.10,BLS,,,
1964.625,109.4063521,,,,,,1964.625,15.85058777,PHCPI,,,,1964.625,31.00,BLS,,,
1964.708333,109.396427,,,,,,1964.708333,15.90027613,PHCPI,,,,1964.708333,31.10,BLS,,,
1964.791667,109.6243362,,,,,,1964.791667,15.93340171,PHCPI,,,,1964.791667,31.10,BLS,,,
1964.875,109.6137443,,,,,,1964.875,15.98309007,PHCPI,,,,1964.875,31.20,BLS,,,
1964.958333,109.6137443,,,,,,1964.958333,15.98309007,PHCPI,,,,1964.958333,31.20,BLS,,,
1965.041667,110.2952805,,,,,,1965.041667,16.0824668,PHCPI,,,,1965.041667,31.20,BLS,,,
1965.125,110.2952805,,,,,,1965.125,16.0824668,PHCPI,,,,1965.125,31.20,BLS,,,
1965.208333,109.6032201,,,,,,1965.208333,16.03277844,PHCPI,,,,1965.208333,31.30,BLS,,,
1965.291667,109.0284335,,,,,,1965.291667,15.99965286,PHCPI,,,,1965.291667,31.40,BLS,,,
1965.375,108.9155676,,,,,,1965.375,15.98309007,PHCPI,,,,1965.375,31.40,BLS,,,
1965.458333,108.2262286,,,,,,1965.458333,15.98309007,PHCPI,,,,1965.458333,31.60,BLS,,,
1965.541667,108.4505316,,,,,,1965.541667,16.01621565,PHCPI,,,,1965.541667,31.60,BLS,,,
1965.625,108.4505316,,,,,,1965.625,16.01621565,PHCPI,,,,1965.625,31.60,BLS,,,
1965.708333,108.4505316,,,,,,1965.708333,16.01621565,PHCPI,,,,1965.708333,31.60,BLS,,,
1965.791667,108.7792028,,,,,,1965.791667,16.11559237,PHCPI,,,,1965.791667,31.70,BLS,,,
1965.875,109.3381915,,,,,,1965.875,16.19840631,PHCPI,,,,1965.875,31.70,BLS,,,
1965.958333,109.3286993,,,,,,1965.958333,16.24809467,PHCPI,,,,1965.958333,31.80,BLS,,,
1966.041667,109.6630378,,,,,,1966.041667,16.29778304,PHCPI,,,,1966.041667,31.80,BLS,,,
1966.125,108.7561445,,,,,,1966.125,16.26465746,PHCPI,,,,1966.125,32.00,BLS,,,
1966.208333,108.4173404,,,,,,1966.208333,16.26465746,PHCPI,,,,1966.208333,32.10,BLS,,,
1966.291667,107.8557466,,,,,,1966.291667,16.28122025,PHCPI,,,,1966.291667,32.30,BLS,,,
1966.375,108.0751886,,,,,,1966.375,16.31434583,PHCPI,,,,1966.375,32.30,BLS,,,
1966.458333,107.9603879,,,,,,1966.458333,16.3474714,PHCPI,,,,1966.458333,32.40,BLS,,,
1966.541667,107.7372479,,,,,,1966.541667,16.36403419,PHCPI,,,,1966.541667,32.50,BLS,,,
1966.625,106.7531679,,,,,,1966.625,16.31434583,PHCPI,,,,1966.625,32.70,BLS,,,
1966.708333,106.7531679,,,,,,1966.708333,16.31434583,PHCPI,,,,1966.708333,32.70,BLS,,,
1966.791667,106.5350925,,,,,,1966.791667,16.38059698,PHCPI,,,,1966.791667,32.90,BLS,,,
1966.875,106.5350925,,,,,,1966.875,16.38059698,PHCPI,,,,1966.875,32.90,BLS,,,
1966.958333,106.9659726,,,,,,1966.958333,16.44684813,PHCPI,,,,1966.958333,32.90,BLS,,,
1967.041667,106.9659726,,,,,,1967.041667,16.44684813,PHCPI,,,,1967.041667,32.90,BLS,,,
1967.125,106.9659726,,,,,,1967.125,16.44684813,PHCPI,,,,1967.125,32.90,BLS,,,
1967.208333,105.8900782,,,,,,1967.208333,16.33090861,PHCPI,,,,1967.208333,33.00,BLS,,,
1967.291667,105.9984451,,,,,,1967.291667,16.39715976,PHCPI,,,,1967.291667,33.10,BLS,,,
1967.375,106.3196525,,,,,,1967.375,16.49653649,PHCPI,,,,1967.375,33.20,BLS,,,
1967.458333,106.2132264,,,,,,1967.458333,16.52966206,PHCPI,,,,1967.458333,33.30,BLS,,,
1967.541667,105.8952228,,,,,,1967.541667,16.52966206,PHCPI,,,,1967.541667,33.40,BLS,,,
1967.625,106.2138618,,,,,,1967.625,16.62903879,PHCPI,,,,1967.625,33.50,BLS,,,
1967.708333,105.8977491,,,,,,1967.708333,16.62903879,PHCPI,,,,1967.708333,33.60,BLS,,,
1967.791667,106.0041639,,,,,,1967.791667,16.69528994,PHCPI,,,,1967.791667,33.70,BLS,,,
1967.875,106.0050973,,,,,,1967.875,16.7449783,PHCPI,,,,1967.875,33.80,BLS,,,
1967.958333,106.2151101,,,,,,1967.958333,16.82779224,PHCPI,,,,1967.958333,33.90,BLS,,,
1968.041667,105.4882183,,,,,,1968.041667,16.81122945,PHCPI,,,,1968.041667,34.10,BLS,,,
1968.125,105.6979002,,,,,,1968.125,16.89404339,PHCPI,,,,1968.125,34.20,BLS,,,
1968.208333,105.1830965,,,,,,1968.208333,16.86091782,PHCPI,,,,1968.208333,34.30,BLS,,,
1968.291667,104.8773316,,,,,,1968.291667,16.86091782,PHCPI,,,,1968.291667,34.40,BLS,,,
1968.375,104.2651665,,,,,,1968.375,16.81122945,PHCPI,,,,1968.375,34.50,BLS,,,
1968.458333,104.4812724,,,,,,1968.458333,16.94373176,PHCPI,,,,1968.458333,34.70,BLS,,,
1968.541667,104.2887136,,,,,,1968.541667,17.00998291,PHCPI,,,,1968.541667,34.90,BLS,,,
1968.625,104.2945163,,,,,,1968.625,17.05967127,PHCPI,,,,1968.625,35.00,BLS,,,
1968.708333,103.9973809,,,,,,1968.708333,17.05967127,PHCPI,,,,1968.708333,35.10,BLS,,,
1968.791667,104.1109345,,,,,,1968.791667,17.17561078,PHCPI,,,,1968.791667,35.30,BLS,,,
1968.875,105.0181878,,,,,,1968.875,17.37436423,PHCPI,,,,1968.875,35.40,BLS,,,
1968.958333,105.6208379,,,,,,1968.958333,17.52342932,PHCPI,,,,1968.958333,35.50,BLS,,,
1969.041667,105.8219013,,,,,,1969.041667,17.60624326,PHCPI,,,,1969.041667,35.60,BLS,,,
1969.125,105.725688,,,,,,1969.125,17.6890572,PHCPI,,,,1969.125,35.80,BLS,,,
1969.208333,105.730624,,,,,,1969.208333,17.83812229,PHCPI,,,,1969.208333,36.10,BLS,,,
1969.291667,105.2457166,,,,,,1969.291667,17.85468508,PHCPI,,,,1969.291667,36.30,BLS,,,
1969.375,105.4433916,,,,,,1969.375,17.93749901,PHCPI,,,,1969.375,36.40,BLS,,,
1969.458333,105.1576891,,,,,,1969.458333,17.98718738,PHCPI,,,,1969.458333,36.60,BLS,,,
1969.541667,105.5492202,,,,,,1969.541667,18.15281525,PHCPI,,,,1969.541667,36.80,BLS,,,
1969.625,105.6491682,,,,,,1969.625,18.26875477,PHCPI,,,,1969.625,37.00,BLS,,,
1969.708333,106.1286019,,,,,,1969.708333,18.40125707,PHCPI,,,,1969.708333,37.10,BLS,,,
1969.791667,106.4146656,,,,,,1969.791667,18.55032216,PHCPI,,,,1969.791667,37.30,BLS,,,
1969.875,106.3196525,,,,,,1969.875,18.63313609,PHCPI,,,,1969.875,37.50,BLS,,,
1969.958333,106.4136575,,,,,,1969.958333,18.74907561,PHCPI,,,,1969.958333,37.70,BLS,,,
1970.041667,107.1634593,,,,,,1970.041667,18.93126627,PHCPI,,,,1970.041667,37.80,BLS,,,
1970.125,107.3455439,,,,,,1970.125,19.06376857,PHCPI,,,,1970.125,38.00,BLS,,,
1970.208333,107.3401727,,,,,,1970.208333,19.1631453,PHCPI,,,,1970.208333,38.20,BLS,,,
1970.291667,106.964014,,,,,,1970.291667,19.24595924,PHCPI,,,,1970.291667,38.50,BLS,,,
1970.375,107.5132237,,,,,,1970.375,19.39502433,PHCPI,,,,1970.375,38.60,BLS,,,
1970.458333,107.6897511,,,,,,1970.458333,19.52752663,PHCPI,,,,1970.458333,38.80,BLS,,,
1970.541667,107.4101105,,,,,,1970.541667,19.57721499,PHCPI,,,,1970.541667,39.00,BLS,,,
1970.625,108.409697,,,,,,1970.625,19.75940565,PHCPI,,,,1970.625,39.00,BLS,,,
1970.708333,108.9414807,,,,,,1970.708333,19.95815911,PHCPI,,,,1970.708333,39.20,BLS,,,
1970.791667,108.9281719,,,,,,1970.791667,20.05753583,PHCPI,,,,1970.791667,39.40,BLS,,,
1970.875,109.0044922,,,,,,1970.875,20.17347535,PHCPI,,,,1970.875,39.60,BLS,,,
1970.958333,109.0800455,,,,,,1970.958333,20.28941486,PHCPI,,,,1970.958333,39.80,BLS,,,
1971.041667,109.3471803,,,,,,1971.041667,20.33910322,PHCPI,,,,1971.041667,39.80,BLS,,,
1971.125,108.8066619,,,,,,1971.125,20.28941486,PHCPI,,,,1971.125,39.90,BLS,,,
1971.208333,108.5346453,,,,,,1971.208333,20.28941486,PHCPI,,,,1971.208333,40.00,BLS,,,
1971.291667,108.6175004,,,,,,1971.291667,20.35566601,PHCPI,,,,1971.291667,40.10,BLS,,,
1971.375,108.8699171,,,,,,1971.375,20.5047311,PHCPI,,,,1971.375,40.30,BLS,,,
1971.458333,109.2002342,,,,,,1971.458333,20.72004734,PHCPI,,,,1971.458333,40.60,BLS,,,
1971.541667,109.1060808,,,,,,1971.541667,20.75317291,PHCPI,,,,1971.541667,40.70,BLS,,,
1971.625,109.1861137,,,,,,1971.625,20.81942406,PHCPI,,,,1971.625,40.80,BLS,,,
1971.708333,109.4467011,,,,,,1971.708333,20.86911243,PHCPI,,,,1971.708333,40.80,BLS,,,
1971.791667,109.5257056,,,,,,1971.791667,20.93536358,PHCPI,,,,1971.791667,40.90,BLS,,,
1971.875,110.3922064,,,,,,1971.875,21.10099145,PHCPI,,,,1971.875,40.90,BLS,,,
1971.958333,110.1137034,,,,,,1971.958333,21.15067982,PHCPI,,,,1971.958333,41.10,BLS,,,
1972.041667,110.4586171,,,,,,1972.041667,21.21693097,PHCPI,,,,1972.041667,41.10,BLS,,,
1972.125,110.1811411,,,,,,1972.125,21.26661933,PHCPI,,,,1972.125,41.30,BLS,,,
1972.208333,109.8293995,,,,,,1972.208333,21.25005654,PHCPI,,,,1972.208333,41.40,BLS,,,
1972.291667,109.735545,,,,,,1972.291667,21.28318212,PHCPI,,,,1972.291667,41.50,BLS,,,
1972.375,109.8125257,,,,,,1972.375,21.34943327,PHCPI,,,,1972.375,41.60,BLS,,,
1972.458333,110.2290882,,,,,,1972.458333,21.48193557,PHCPI,,,,1972.458333,41.70,BLS,,,
1972.541667,110.8025018,,,,,,1972.541667,21.69725181,PHCPI,,,,1972.541667,41.90,BLS,,,
1972.625,110.9605897,,,,,,1972.625,21.78006575,PHCPI,,,,1972.625,42.00,BLS,,,
1972.708333,110.6128451,,,,,,1972.708333,21.76350296,PHCPI,,,,1972.708333,42.10,BLS,,,
1972.791667,110.0060707,,,,,,1972.791667,21.74694017,PHCPI,,,,1972.791667,42.30,BLS,,,
1972.875,109.8302071,,,,,,1972.875,21.76350296,PHCPI,,,,1972.875,42.40,BLS,,,
1972.958333,109.655171,,,,,,1972.958333,21.78006575,PHCPI,,,,1972.958333,42.50,BLS,,,
1973.041667,109.1481879,,,,,,1973.041667,21.73037738,PHCPI,,,,1973.041667,42.60,BLS,,,
1973.125,108.3849138,,,,,,1973.125,21.73037738,PHCPI,,,,1973.125,42.90,BLS,,,
1973.208333,107.4655148,,,,,,1973.208333,21.74694017,PHCPI,,,,1973.208333,43.30,BLS,,,
1973.291667,106.7260732,,,,,,1973.291667,21.74694017,PHCPI,,,,1973.291667,43.60,BLS,,,
1973.375,106.2389238,,,,,,1973.375,21.79662853,PHCPI,,,,1973.375,43.90,BLS,,,
1973.458333,105.7583874,,,,,,1973.458333,21.8463169,PHCPI,,,,1973.458333,44.20,BLS,,,
1973.541667,105.4396554,,,,,,1973.541667,21.82975411,PHCPI,,,,1973.541667,44.30,BLS,,,
1973.625,104.512297,,,,,,1973.625,22.02850756,PHCPI,,,,1973.625,45.10,BLS,,,
1973.708333,104.6731092,,,,,,1973.708333,22.1113215,PHCPI,,,,1973.708333,45.20,BLS,,,
1973.791667,104.5321145,,,,,,1973.791667,22.27694938,PHCPI,,,,1973.791667,45.60,BLS,,,
1973.875,104.3121645,,,,,,1973.875,22.3763261,PHCPI,,,,1973.875,45.90,BLS,,,
1973.958333,104.3252002,,,,,,1973.958333,22.52539119,PHCPI,,,,1973.958333,46.20,BLS,,,
1974.041667,104.2662687,,,,,,1974.041667,22.70758185,PHCPI,,,,1974.041667,46.60,BLS,,,
1974.125,103.7667795,,,,,,1974.125,22.88977252,PHCPI,,,,1974.125,47.20,BLS,,,
1974.208333,103.5763979,,,,,,1974.208333,23.13821433,PHCPI,,,,1974.208333,47.80,BLS,,,
1974.291667,103.513995,,,,,,1974.291667,23.22102827,PHCPI,,,,1974.291667,48.00,BLS,,,
1974.375,102.7464955,,,,,,1974.375,23.33696778,PHCPI,,,,1974.375,48.60,BLS,,,
1974.458333,102.4863589,,,,,,1974.458333,23.46947009,PHCPI,,,,1974.458333,49.00,BLS,,,
1974.541667,102.1586945,,,,,,1974.541667,23.5854096,PHCPI,,,,1974.541667,49.40,BLS,,,
1974.625,101.8542271,,,,,,1974.625,23.80072584,PHCPI,,,,1974.625,50.00,BLS,,,
1974.708333,101.6270196,,,,,,1974.708333,24.03260487,PHCPI,,,,1974.708333,50.60,BLS,,,
1974.791667,101.4648739,,,,,,1974.791667,24.23135832,PHCPI,,,,1974.791667,51.10,BLS,,,
1974.875,101.4337656,,,,,,1974.875,24.41354898,PHCPI,,,,1974.875,51.50,BLS,,,
1974.958333,102.2225561,,,,,,1974.958333,24.7944931,PHCPI,,,,1974.958333,51.90,BLS,,,
1975.041667,103.76661,,,,,,1975.041667,25.27,S&P/CoreLogic/Case-Shiller,,,,1975.041667,52.10,BLS,,,
1975.125,103.1471856,,,,,,1975.125,25.31,S&P/CoreLogic/Case-Shiller,,,,1975.125,52.50,BLS,,,
1975.208333,103.0196487,,,,,,1975.208333,25.37,S&P/CoreLogic/Case-Shiller,,,,1975.208333,52.70,BLS,,,
1975.291667,102.8000444,,,,,,1975.291667,25.42,S&P/CoreLogic/Case-Shiller,,,,1975.291667,52.90,BLS,,,
1975.375,102.5260205,,,,,,1975.375,25.49,S&P/CoreLogic/Case-Shiller,,,,1975.375,53.20,BLS,,,
1975.458333,101.6970285,,,,,,1975.458333,25.48,S&P/CoreLogic/Case-Shiller,,,,1975.458333,53.60,BLS,,,
1975.541667,101.1120852,,,,,,1975.541667,25.61,S&P/CoreLogic/Case-Shiller,,,,1975.541667,54.20,BLS,,,
1975.625,101.5248417,,,,,,1975.625,25.76,S&P/CoreLogic/Case-Shiller,,,,1975.625,54.30,BLS,,,
1975.708333,101.9859317,,,,,,1975.708333,26.02,S&P/CoreLogic/Case-Shiller,,,,1975.708333,54.60,BLS,,,
1975.791667,102.1808497,,,,,,1975.791667,26.22,S&P/CoreLogic/Case-Shiller,,,,1975.791667,54.90,BLS,,,
1975.875,102.1614397,,,,,,1975.875,26.40,S&P/CoreLogic/Case-Shiller,,,,1975.875,55.30,BLS,,,
1975.958333,102.082443,,,,,,1975.958333,26.48,S&P/CoreLogic/Case-Shiller,,,,1975.958333,55.50,BLS,,,
1976.041667,102.2721396,,,,,,1976.041667,26.58,S&P/CoreLogic/Case-Shiller,,,,1976.041667,55.60,BLS,,,
1976.125,102.1011395,,,,,,1976.125,26.63,S&P/CoreLogic/Case-Shiller,,,,1976.125,55.80,BLS,,,
1976.208333,102.8141905,,,,,,1976.208333,26.86,S&P/CoreLogic/Case-Shiller,,,,1976.208333,55.90,BLS,,,
1976.291667,103.4736537,,,,,,1976.291667,27.13,S&P/CoreLogic/Case-Shiller,,,,1976.291667,56.10,BLS,,,
1976.375,103.952979,,,,,,1976.375,27.45,S&P/CoreLogic/Case-Shiller,,,,1976.375,56.50,BLS,,,
1976.458333,103.7241376,,,,,,1976.458333,27.53,S&P/CoreLogic/Case-Shiller,,,,1976.458333,56.80,BLS,,,
1976.541667,104.0298226,,,,,,1976.541667,27.76,S&P/CoreLogic/Case-Shiller,,,,1976.541667,57.10,BLS,,,
1976.625,104.1608358,,,,,,1976.625,27.94,S&P/CoreLogic/Case-Shiller,,,,1976.625,57.40,BLS,,,
1976.708333,104.5458427,,,,,,1976.708333,28.14,S&P/CoreLogic/Case-Shiller,,,,1976.708333,57.60,BLS,,,
1976.791667,104.3441459,,,,,,1976.791667,28.24,S&P/CoreLogic/Case-Shiller,,,,1976.791667,57.90,BLS,,,
1976.875,104.7692692,,,,,,1976.875,28.40,S&P/CoreLogic/Case-Shiller,,,,1976.875,58.00,BLS,,,
1976.958333,105.2768939,,,,,,1976.958333,28.64,S&P/CoreLogic/Case-Shiller,,,,1976.958333,58.20,BLS,,,
1977.041667,105.6075348,,,,,,1977.041667,28.87,S&P/CoreLogic/Case-Shiller,,,,1977.041667,58.50,BLS,,,
1977.125,105.7627346,,,,,,1977.125,29.21,S&P/CoreLogic/Case-Shiller,,,,1977.125,59.10,BLS,,,
1977.208333,106.5549295,,,,,,1977.208333,29.63,S&P/CoreLogic/Case-Shiller,,,,1977.208333,59.50,BLS,,,
1977.291667,107.5463674,,,,,,1977.291667,30.16,S&P/CoreLogic/Case-Shiller,,,,1977.291667,60.00,BLS,,,
1977.375,108.3348914,,,,,,1977.375,30.53,S&P/CoreLogic/Case-Shiller,,,,1977.375,60.30,BLS,,,
1977.458333,108.4352834,,,,,,1977.458333,30.76,S&P/CoreLogic/Case-Shiller,,,,1977.458333,60.70,BLS,,,
1977.541667,109.0139529,,,,,,1977.541667,31.08,S&P/CoreLogic/Case-Shiller,,,,1977.541667,61.00,BLS,,,
1977.625,109.7590295,,,,,,1977.625,31.39,S&P/CoreLogic/Case-Shiller,,,,1977.625,61.20,BLS,,,
1977.708333,110.8338026,,,,,,1977.708333,31.80,S&P/CoreLogic/Case-Shiller,,,,1977.708333,61.40,BLS,,,
1977.791667,111.8633873,,,,,,1977.791667,32.20,S&P/CoreLogic/Case-Shiller,,,,1977.791667,61.60,BLS,,,
1977.875,112.4723368,,,,,,1977.875,32.54,S&P/CoreLogic/Case-Shiller,,,,1977.875,61.90,BLS,,,
1977.958333,113.1231191,,,,,,1977.958333,32.83,S&P/CoreLogic/Case-Shiller,,,,1977.958333,62.10,BLS,,,
1978.041667,113.5323318,,,,,,1978.041667,33.16,S&P/CoreLogic/Case-Shiller,,,,1978.041667,62.50,BLS,,,
1978.125,114.0758136,,,,,,1978.125,33.53,S&P/CoreLogic/Case-Shiller,,,,1978.125,62.90,BLS,,,
1978.208333,114.7522719,,,,,,1978.208333,34.00,S&P/CoreLogic/Case-Shiller,,,,1978.208333,63.40,BLS,,,
1978.291667,115.3478243,,,,,,1978.291667,34.45,S&P/CoreLogic/Case-Shiller,,,,1978.291667,63.90,BLS,,,
1978.375,115.8439562,,,,,,1978.375,34.92,S&P/CoreLogic/Case-Shiller,,,,1978.375,64.50,BLS,,,
1978.458333,116.3264561,,,,,,1978.458333,35.45,S&P/CoreLogic/Case-Shiller,,,,1978.458333,65.20,BLS,,,
1978.541667,117.0663233,,,,,,1978.541667,35.95,S&P/CoreLogic/Case-Shiller,,,,1978.541667,65.70,BLS,,,
1978.625,118.0709184,,,,,,1978.625,36.42,S&P/CoreLogic/Case-Shiller,,,,1978.625,66.00,BLS,,,
1978.708333,118.4123049,,,,,,1978.708333,36.80,S&P/CoreLogic/Case-Shiller,,,,1978.708333,66.50,BLS,,,
1978.791667,118.4919019,,,,,,1978.791667,37.16,S&P/CoreLogic/Case-Shiller,,,,1978.791667,67.10,BLS,,,
1978.875,119.2026123,,,,,,1978.875,37.55,S&P/CoreLogic/Case-Shiller,,,,1978.875,67.40,BLS,,,
1978.958333,120.0808571,,,,,,1978.958333,37.99,S&P/CoreLogic/Case-Shiller,,,,1978.958333,67.70,BLS,,,
1979.041667,120.6174565,,,,,,1979.041667,38.50,S&P/CoreLogic/Case-Shiller,,,,1979.041667,68.30,BLS,,,
1979.125,120.7197567,,,,,,1979.125,38.99,S&P/CoreLogic/Case-Shiller,,,,1979.125,69.10,BLS,,,
1979.208333,121.0939713,,,,,,1979.208333,39.50,S&P/CoreLogic/Case-Shiller,,,,1979.208333,69.80,BLS,,,
1979.291667,121.2765909,,,,,,1979.291667,40.02,S&P/CoreLogic/Case-Shiller,,,,1979.291667,70.60,BLS,,,
1979.375,121.3032066,,,,,,1979.375,40.53,S&P/CoreLogic/Case-Shiller,,,,1979.375,71.50,BLS,,,
1979.458333,121.4792171,,,,,,1979.458333,41.05,S&P/CoreLogic/Case-Shiller,,,,1979.458333,72.30,BLS,,,
1979.541667,121.4962373,,,,,,1979.541667,41.51,S&P/CoreLogic/Case-Shiller,,,,1979.541667,73.10,BLS,,,
1979.625,121.5557675,,,,,,1979.625,41.93,S&P/CoreLogic/Case-Shiller,,,,1979.625,73.80,BLS,,,
1979.708333,121.2704562,,,,,,1979.708333,42.28,S&P/CoreLogic/Case-Shiller,,,,1979.708333,74.60,BLS,,,
1979.791667,121.3698921,,,,,,1979.791667,42.66,S&P/CoreLogic/Case-Shiller,,,,1979.791667,75.20,BLS,,,
1979.875,121.1131964,,,,,,1979.875,42.96,S&P/CoreLogic/Case-Shiller,,,,1979.875,75.90,BLS,,,
1979.958333,120.572498,,,,,,1979.958333,43.22,S&P/CoreLogic/Case-Shiller,,,,1979.958333,76.70,BLS,,,
1980.041667,119.4700601,,,,,,1980.041667,43.44,S&P/CoreLogic/Case-Shiller,,,,1980.041667,77.80,BLS,,,
1980.125,118.4851443,,,,,,1980.125,43.69,S&P/CoreLogic/Case-Shiller,,,,1980.125,78.90,BLS,,,
1980.208333,117.7064893,,,,,,1980.208333,44.06,S&P/CoreLogic/Case-Shiller,,,,1980.208333,80.10,BLS,,,
