Date,Ticker,Open,High,Low,Close,Real_Open,Real_High,Real_Low,Real_Close,Close_Percent_Change,Period_Change,,,,,,,
5/31/1941,CPUSAM,,,,14.4,,,,254.202,0.006993007,0.1,,,,,,,
6/30/1941,CPUSAM,,,,14.7,,,,254.202,0.020833333,0.3,,,,,,,
7/31/1941,CPUSAM,,,,14.7,,,,254.202,0,0,,,,,,,
8/31/1941,CPUSAM,,,,14.9,,,,254.202,0.013605442,0.2,,,,,,,
9/30/1941,CPUSAM,,,,15.1,,,,254.202,0.013422819,0.2,,,,,,,
10/31/1941,CPUSAM,,,,15.3,,,,254.202,0.013245033,0.2,,,,,,,
11/30/1941,CPUSAM,,,,15.4,,,,254.202,0.006535948,0.1,,,,,,,
12/31/1941,CPUSAM,,,,15.5,,,,254.202,0.006493506,0.1,,,,,,,
1/31/1942,CPUSAM,,,,15.7,,,,254.202,0.012903226,0.2,,,,,,,
2/28/1942,CPUSAM,,,,15.8,,,,254.202,0.006369427,0.1,,,,,,,
3/31/1942,CPUSAM,,,,16,,,,254.202,0.012658228,0.2,,,,,,,
4/30/1942,CPUSAM,,,,16.1,,,,254.202,0.00625,0.1,,,,,,,
5/31/1942,CPUSAM,,,,16.3,,,,254.202,0.01242236,0.2,,,,,,,
6/30/1942,CPUSAM,,,,16.3,,,,254.202,0,0,,,,,,,
7/31/1942,CPUSAM,,,,16.4,,,,254.202,0.006134969,0.1,,,,,,,
8/31/1942,CPUSAM,,,,16.5,,,,254.202,0.006097561,0.1,,,,,,,
9/30/1942,CPUSAM,,,,16.5,,,,254.202,0,0,,,,,,,
10/31/1942,CPUSAM,,,,16.7,,,,254.202,0.012121212,0.2,,,,,,,
11/30/1942,CPUSAM,,,,16.8,,,,254.202,0.005988024,0.1,,,,,,,
12/31/1942,CPUSAM,,,,16.9,,,,254.202,0.005952381,0.1,,,,,,,
1/31/1943,CPUSAM,,,,16.9,,,,254.202,0,0,,,,,,,
2/28/1943,CPUSAM,,,,16.9,,,,254.202,0,0,,,,,,,
3/31/1943,CPUSAM,,,,17.2,,,,254.202,0.017751479,0.3,,,,,,,
4/30/1943,CPUSAM,,,,17.4,,,,254.202,0.011627907,0.2,,,,,,,
5/31/1943,CPUSAM,,,,17.5,,,,254.202,0.005747126,0.1,,,,,,,
6/30/1943,CPUSAM,,,,17.5,,,,254.202,0,0,,,,,,,
7/31/1943,CPUSAM,,,,17.4,,,,254.202,-0.005714286,-0.1,,,,,,,
8/31/1943,CPUSAM,,,,17.3,,,,254.202,-0.005747126,-0.1,,,,,,,
9/30/1943,CPUSAM,,,,17.4,,,,254.202,0.005780347,0.1,,,,,,,
10/31/1943,CPUSAM,,,,17.4,,,,254.202,0,0,,,,,,,
11/30/1943,CPUSAM,,,,17.4,,,,254.202,0,0,,,,,,,
12/31/1943,CPUSAM,,,,17.4,,,,254.202,0,0,,,,,,,
1/31/1944,CPUSAM,,,,17.4,,,,254.202,0,0,,,,,,,
2/29/1944,CPUSAM,,,,17.4,,,,254.202,0,0,,,,,,,
3/31/1944,CPUSAM,,,,17.4,,,,254.202,0,0,,,,,,,
4/30/1944,CPUSAM,,,,17.5,,,,254.202,0.005747126,0.1,,,,,,,
5/31/1944,CPUSAM,,,,17.5,,,,254.202,0,0,,,,,,,
6/30/1944,CPUSAM,,,,17.6,,,,254.202,0.005714286,0.1,,,,,,,
7/31/1944,CPUSAM,,,,17.7,,,,254.202,0.005681818,0.1,,,,,,,
8/31/1944,CPUSAM,,,,17.7,,,,254.202,0,0,,,,,,,
9/30/1944,CPUSAM,,,,17.7,,,,254.202,0,0,,,,,,,
10/31/1944,CPUSAM,,,,17.7,,,,254.202,0,0,,,,,,,
11/30/1944,CPUSAM,,,,17.7,,,,254.202,0,0,,,,,,,
12/31/1944,CPUSAM,,,,17.8,,,,254.202,0.005649718,0.1,,,,,,,
1/31/1945,CPUSAM,,,,17.8,,,,254.202,0,0,,,,,,,
2/28/1945,CPUSAM,,,,17.8,,,,254.202,0,0,,,,,,,
3/31/1945,CPUSAM,,,,17.8,,,,254.202,0,0,,,,,,,
4/30/1945,CPUSAM,,,,17.8,,,,254.202,0,0,,,,,,,
5/31/1945,CPUSAM,,,,17.9,,,,254.202,0.005617978,0.1,,,,,,,
6/30/1945,CPUSAM,,,,18.1,,,,254.202,0.011173184,0.2,,,,,,,
7/31/1945,CPUSAM,,,,18.1,,,,254.202,0,0,,,,,,,
8/31/1945,CPUSAM,,,,18.1,,,,254.202,0,0,,,,,,,
9/30/1945,CPUSAM,,,,18.1,,,,254.202,0,0,,,,,,,
10/31/1945,CPUSAM,,,,18.1,,,,254.202,0,0,,,,,,,
11/30/1945,CPUSAM,,,,18.1,,,,254.202,0,0,,,,,,,
12/31/1945,CPUSAM,,,,18.2,,,,254.202,0.005524862,0.1,,,,,,,
1/31/1946,CPUSAM,,,,18.2,,,,254.202,0,0,,,,,,,
2/28/1946,CPUSAM,,,,18.1,,,,254.202,-0.005494505,-0.1,,,,,,,
3/31/1946,CPUSAM,,,,18.3,,,,254.202,0.011049724,0.2,,,,,,,
4/30/1946,CPUSAM,,,,18.4,,,,254.202,0.005464481,0.1,,,,,,,
5/31/1946,CPUSAM,,,,18.5,,,,254.202,0.005434783,0.1,,,,,,,
6/30/1946,CPUSAM,,,,18.7,,,,254.202,0.010810811,0.2,,,,,,,
7/31/1946,CPUSAM,,,,19.8,,,,254.202,0.058823529,1.1,,,,,,,
8/31/1946,CPUSAM,,,,20.2,,,,254.202,0.02020202,0.4,,,,,,,
9/30/1946,CPUSAM,,,,20.4,,,,254.202,0.00990099,0.2,,,,,,,
10/31/1946,CPUSAM,,,,20.8,,,,254.202,0.019607843,0.4,,,,,,,
11/30/1946,CPUSAM,,,,21.3,,,,254.202,0.024038462,0.5,,,,,,,
12/31/1946,CPUSAM,,,,21.5,,,,254.202,0.009389671,0.2,,,,,,,
1/31/1947,CPUSAM,,,,21.5,,,,254.202,0,0,,,,,,,
2/28/1947,CPUSAM,,,,21.5,,,,254.202,0,0,,,,,,,
3/31/1947,CPUSAM,,,,21.9,,,,254.202,0.018604651,0.4,,,,,,,
4/30/1947,CPUSAM,,,,21.9,,,,254.202,0,0,,,,,,,
5/31/1947,CPUSAM,,,,21.9,,,,254.202,0,0,,,,,,,
6/30/1947,CPUSAM,,,,22,,,,254.202,0.00456621,0.1,,,,,,,
7/31/1947,CPUSAM,,,,22.2,,,,254.202,0.009090909,0.2,,,,,,,
8/31/1947,CPUSAM,,,,22.5,,,,254.202,0.013513514,0.3,,,,,,,
9/30/1947,CPUSAM,,,,23,,,,254.202,0.022222222,0.5,,,,,,,
10/31/1947,CPUSAM,,,,23,,,,254.202,0,0,,,,,,,
11/30/1947,CPUSAM,,,,23.1,,,,254.202,0.004347826,0.1,,,,,,,
12/31/1947,CPUSAM,,,,23.4,,,,254.202,0.012987013,0.3,,,,,,,
1/31/1948,CPUSAM,,,,23.7,,,,254.202,0.012820513,0.3,,,,,,,
2/29/1948,CPUSAM,,,,23.5,,,,254.202,-0.008438819,-0.2,,,,,,,
3/31/1948,CPUSAM,,,,23.4,,,,254.202,-0.004255319,-0.1,,,,,,,
4/30/1948,CPUSAM,,,,23.8,,,,254.202,0.017094017,0.4,,,,,,,
5/31/1948,CPUSAM,,,,23.9,,,,254.202,0.004201681,0.1,,,,,,,
6/30/1948,CPUSAM,,,,24.1,,,,254.202,0.008368201,0.2,,,,,,,
7/31/1948,CPUSAM,,,,24.4,,,,254.202,0.012448133,0.3,,,,,,,
8/31/1948,CPUSAM,,,,24.5,,,,254.202,0.004098361,0.1,,,,,,,
9/30/1948,CPUSAM,,,,24.5,,,,254.202,0,0,,,,,,,
10/31/1948,CPUSAM,,,,24.4,,,,254.202,-0.004081633,-0.1,,,,,,,
11/30/1948,CPUSAM,,,,24.2,,,,254.202,-0.008196721,-0.2,,,,,,,
12/31/1948,CPUSAM,,,,24.1,,,,254.202,-0.004132231,-0.1,,,,,,,
1/31/1949,CPUSAM,,,,24,,,,254.202,-0.004149378,-0.1,,,,,,,
2/28/1949,CPUSAM,,,,23.8,,,,254.202,-0.008333333,-0.2,,,,,,,
3/31/1949,CPUSAM,,,,23.8,,,,254.202,0,0,,,,,,,
4/30/1949,CPUSAM,,,,23.9,,,,254.202,0.004201681,0.1,,,,,,,
5/31/1949,CPUSAM,,,,23.8,,,,254.202,-0.0041841,-0.1,,,,,,,
6/30/1949,CPUSAM,,,,23.9,,,,254.202,0.004201681,0.1,,,,,,,
7/31/1949,CPUSAM,,,,23.7,,,,254.202,-0.008368201,-0.2,,,,,,,
8/31/1949,CPUSAM,,,,23.8,,,,254.202,0.004219409,0.1,,,,,,,
9/30/1949,CPUSAM,,,,23.9,,,,254.202,0.004201681,0.1,,,,,,,
10/31/1949,CPUSAM,,,,23.7,,,,254.202,-0.008368201,-0.2,,,,,,,
11/30/1949,CPUSAM,,,,23.8,,,,254.202,0.004219409,0.1,,,,,,,
12/31/1949,CPUSAM,,,,23.6,,,,254.202,-0.008403361,-0.2,,,,,,,
1/31/1950,CPUSAM,,,,23.5,,,,254.202,-0.004237288,-0.1,,,,,,,
2/28/1950,CPUSAM,,,,23.5,,,,254.202,0,0,,,,,,,
3/31/1950,CPUSAM,,,,23.6,,,,254.202,0.004255319,0.1,,,,,,,
4/30/1950,CPUSAM,,,,23.6,,,,254.202,0,0,,,,,,,
5/31/1950,CPUSAM,,,,23.7,,,,254.202,0.004237288,0.1,,,,,,,
6/30/1950,CPUSAM,,,,23.8,,,,254.202,0.004219409,0.1,,,,,,,
7/31/1950,CPUSAM,,,,24.1,,,,254.202,0.012605042,0.3,,,,,,,
8/31/1950,CPUSAM,,,,24.3,,,,254.202,0.008298755,0.2,,,,,,,
9/30/1950,CPUSAM,,,,24.4,,,,254.202,0.004115226,0.1,,,,,,,
10/31/1950,CPUSAM,,,,24.6,,,,254.202,0.008196721,0.2,,,,,,,
11/30/1950,CPUSAM,,,,24.7,,,,254.202,0.004065041,0.1,,,,,,,
12/31/1950,CPUSAM,,,,25,,,,254.202,0.012145749,0.3,,,,,,,
1/31/1951,CPUSAM,,,,25.4,,,,254.202,0.016,0.4,,,,,,,
2/28/1951,CPUSAM,,,,25.7,,,,254.202,0.011811024,0.3,,,,,,,
3/31/1951,CPUSAM,,,,25.8,,,,254.202,0.003891051,0.1,,,,,,,
4/30/1951,CPUSAM,,,,25.8,,,,254.202,0,0,,,,,,,
5/31/1951,CPUSAM,,,,25.9,,,,254.202,0.003875969,0.1,,,,,,,
6/30/1951,CPUSAM,,,,25.9,,,,254.202,0,0,,,,,,,
7/31/1951,CPUSAM,,,,25.9,,,,254.202,0,0,,,,,,,
8/31/1951,CPUSAM,,,,25.9,,,,254.202,0,0,,,,,,,
9/30/1951,CPUSAM,,,,26.1,,,,254.202,0.007722008,0.2,,,,,,,
10/31/1951,CPUSAM,,,,26.2,,,,254.202,0.003831418,0.1,,,,,,,
11/30/1951,CPUSAM,,,,26.4,,,,254.202,0.007633588,0.2,,,,,,,
12/31/1951,CPUSAM,,,,26.5,,,,254.202,0.003787879,0.1,,,,,,,
1/31/1952,CPUSAM,,,,26.5,,,,254.202,0,0,,,,,,,
2/29/1952,CPUSAM,,,,26.3,,,,254.202,-0.00754717,-0.2,,,,,,,
3/31/1952,CPUSAM,,,,26.3,,,,254.202,0,0,,,,,,,
4/30/1952,CPUSAM,,,,26.4,,,,254.202,0.003802281,0.1,,,,,,,
5/31/1952,CPUSAM,,,,26.4,,,,254.202,0,0,,,,,,,
6/30/1952,CPUSAM,,,,26.5,,,,254.202,0.003787879,0.1,,,,,,,
7/31/1952,CPUSAM,,,,26.7,,,,254.202,0.00754717,0.2,,,,,,,
8/31/1952,CPUSAM,,,,26.7,,,,254.202,0,0,,,,,,,
9/30/1952,CPUSAM,,,,26.7,,,,254.202,0,0,,,,,,,
10/31/1952,CPUSAM,,,,26.7,,,,254.202,0,0,,,,,,,
11/30/1952,CPUSAM,,,,26.7,,,,254.202,0,0,,,,,,,
12/31/1952,CPUSAM,,,,26.7,,,,254.202,0,0,,,,,,,
1/31/1953,CPUSAM,,,,26.6,,,,254.202,-0.003745318,-0.1,,,,,,,
2/28/1953,CPUSAM,,,,26.5,,,,254.202,-0.003759398,-0.1,,,,,,,
3/31/1953,CPUSAM,,,,26.6,,,,254.202,0.003773585,0.1,,,,,,,
4/30/1953,CPUSAM,,,,26.6,,,,254.202,0,0,,,,,,,
5/31/1953,CPUSAM,,,,26.7,,,,254.202,0.003759398,0.1,,,,,,,
6/30/1953,CPUSAM,,,,26.8,,,,254.202,0.003745318,0.1,,,,,,,
7/31/1953,CPUSAM,,,,26.8,,,,254.202,0,0,,,,,,,
8/31/1953,CPUSAM,,,,26.9,,,,254.202,0.003731343,0.1,,,,,,,
9/30/1953,CPUSAM,,,,26.9,,,,254.202,0,0,,,,,,,
10/31/1953,CPUSAM,,,,27,,,,254.202,0.003717472,0.1,,,,,,,
11/30/1953,CPUSAM,,,,26.9,,,,254.202,-0.003703704,-0.1,,,,,,,
12/31/1953,CPUSAM,,,,26.9,,,,254.202,0,0,,,,,,,
1/31/1954,CPUSAM,,,,26.9,,,,254.202,0,0,,,,,,,
2/28/1954,CPUSAM,,,,26.9,,,,254.202,0,0,,,,,,,
3/31/1954,CPUSAM,,,,26.9,,,,254.202,0,0,,,,,,,
4/30/1954,CPUSAM,,,,26.8,,,,254.202,-0.003717472,-0.1,,,,,,,
5/31/1954,CPUSAM,,,,26.9,,,,254.202,0.003731343,0.1,,,,,,,
6/30/1954,CPUSAM,,,,26.9,,,,254.202,0,0,,,,,,,
7/31/1954,CPUSAM,,,,26.9,,,,254.202,0,0,,,,,,,
8/31/1954,CPUSAM,,,,26.9,,,,254.202,0,0,,,,,,,
9/30/1954,CPUSAM,,,,26.8,,,,254.202,-0.003717472,-0.1,,,,,,,
10/31/1954,CPUSAM,,,,26.8,,,,254.202,0,0,,,,,,,
11/30/1954,CPUSAM,,,,26.8,,,,254.202,0,0,,,,,,,
12/31/1954,CPUSAM,,,,26.7,,,,254.202,-0.003731343,-0.1,,,,,,,
1/31/1955,CPUSAM,,,,26.7,,,,254.202,0,0,,,,,,,
2/28/1955,CPUSAM,,,,26.7,,,,254.202,0,0,,,,,,,
3/31/1955,CPUSAM,,,,26.7,,,,254.202,0,0,,,,,,,
4/30/1955,CPUSAM,,,,26.7,,,,254.202,0,0,,,,,,,
5/31/1955,CPUSAM,,,,26.7,,,,254.202,0,0,,,,,,,
6/30/1955,CPUSAM,,,,26.7,,,,254.202,0,0,,,,,,,
7/31/1955,CPUSAM,,,,26.8,,,,254.202,0.003745318,0.1,,,,,,,
8/31/1955,CPUSAM,,,,26.8,,,,254.202,0,0,,,,,,,
9/30/1955,CPUSAM,,,,26.9,,,,254.202,0.003731343,0.1,,,,,,,
10/31/1955,CPUSAM,,,,26.9,,,,254.202,0,0,,,,,,,
11/30/1955,CPUSAM,,,,26.9,,,,254.202,0,0,,,,,,,
12/31/1955,CPUSAM,,,,26.8,,,,254.202,-0.003717472,-0.1,,,,,,,
1/31/1956,CPUSAM,,,,26.8,,,,254.202,0,0,,,,,,,
2/29/1956,CPUSAM,,,,26.8,,,,254.202,0,0,,,,,,,
3/31/1956,CPUSAM,,,,26.8,,,,254.202,0,0,,,,,,,
4/30/1956,CPUSAM,,,,26.9,,,,254.202,0.003731343,0.1,,,,,,,
5/31/1956,CPUSAM,,,,27,,,,254.202,0.003717472,0.1,,,,,,,
6/30/1956,CPUSAM,,,,27.2,,,,254.202,0.007407407,0.2,,,,,,,
7/31/1956,CPUSAM,,,,27.4,,,,254.202,0.007352941,0.2,,,,,,,
8/31/1956,CPUSAM,,,,27.3,,,,254.202,-0.003649635,-0.1,,,,,,,
9/30/1956,CPUSAM,,,,27.4,,,,254.202,0.003663004,0.1,,,,,,,
10/31/1956,CPUSAM,,,,27.5,,,,254.202,0.003649635,0.1,,,,,,,
11/30/1956,CPUSAM,,,,27.5,,,,254.202,0,0,,,,,,,
12/31/1956,CPUSAM,,,,27.6,,,,254.202,0.003636364,0.1,,,,,,,
1/31/1957,CPUSAM,,,,27.6,,,,254.202,0,0,,,,,,,
2/28/1957,CPUSAM,,,,27.7,,,,254.202,0.003623188,0.1,,,,,,,
3/31/1957,CPUSAM,,,,27.8,,,,254.202,0.003610108,0.1,,,,,,,
4/30/1957,CPUSAM,,,,27.9,,,,254.202,0.003597122,0.1,,,,,,,
5/31/1957,CPUSAM,,,,28,,,,254.202,0.003584229,0.1,,,,,,,
6/30/1957,CPUSAM,,,,28.1,,,,254.202,0.003571429,0.1,,,,,,,
7/31/1957,CPUSAM,,,,28.3,,,,254.202,0.007117438,0.2,,,,,,,
8/31/1957,CPUSAM,,,,28.3,,,,254.202,0,0,,,,,,,
9/30/1957,CPUSAM,,,,28.3,,,,254.202,0,0,,,,,,,
10/31/1957,CPUSAM,,,,28.3,,,,254.202,0,0,,,,,,,
11/30/1957,CPUSAM,,,,28.4,,,,254.202,0.003533569,0.1,,,,,,,
12/31/1957,CPUSAM,,,,28.4,,,,254.202,0,0,,,,,,,
1/31/1958,CPUSAM,,,,28.6,,,,254.202,0.007042254,0.2,,,,,,,
2/28/1958,CPUSAM,,,,28.6,,,,254.202,0,0,,,,,,,
3/31/1958,CPUSAM,,,,28.8,,,,254.202,0.006993007,0.2,,,,,,,
4/30/1958,CPUSAM,,,,28.9,,,,254.202,0.003472222,0.1,,,,,,,
5/31/1958,CPUSAM,,,,28.9,,,,254.202,0,0,,,,,,,
6/30/1958,CPUSAM,,,,28.9,,,,254.202,0,0,,,,,,,
7/31/1958,CPUSAM,,,,29,,,,254.202,0.003460208,0.1,,,,,,,
8/31/1958,CPUSAM,,,,28.9,,,,254.202,-0.003448276,-0.1,,,,,,,
9/30/1958,CPUSAM,,,,28.9,,,,254.202,0,0,,,,,,,
10/31/1958,CPUSAM,,,,28.9,,,,254.202,0,0,,,,,,,
11/30/1958,CPUSAM,,,,29,,,,254.202,0.003460208,0.1,,,,,,,
12/31/1958,CPUSAM,,,,28.9,,,,254.202,-0.003448276,-0.1,,,,,,,
1/31/1959,CPUSAM,,,,29,,,,254.202,0.003460208,0.1,,,,,,,
2/28/1959,CPUSAM,,,,28.9,,,,254.202,-0.003448276,-0.1,,,,,,,
3/31/1959,CPUSAM,,,,28.9,,,,254.202,0,0,,,,,,,
4/30/1959,CPUSAM,,,,29,,,,254.202,0.003460208,0.1,,,,,,,
5/31/1959,CPUSAM,,,,29,,,,254.202,0,0,,,,,,,
6/30/1959,CPUSAM,,,,29.1,,,,254.202,0.003448276,0.1,,,,,,,
7/31/1959,CPUSAM,,,,29.2,,,,254.202,0.003436426,0.1,,,,,,,
8/31/1959,CPUSAM,,,,29.2,,,,254.202,0,0,,,,,,,
9/30/1959,CPUSAM,,,,29.3,,,,254.202,0.003424658,0.1,,,,,,,
10/31/1959,CPUSAM,,,,29.4,,,,254.202,0.003412969,0.1,,,,,,,
11/30/1959,CPUSAM,,,,29.4,,,,254.202,0,0,,,,,,,
12/31/1959,CPUSAM,,,,29.4,,,,254.202,0,0,,,,,,,
1/31/1960,CPUSAM,,,,29.3,,,,254.202,-0.003401361,-0.1,,,,,,,
2/29/1960,CPUSAM,,,,29.4,,,,254.202,0.003412969,0.1,,,,,,,
3/31/1960,CPUSAM,,,,29.4,,,,254.202,0,0,,,,,,,
4/30/1960,CPUSAM,,,,29.5,,,,254.202,0.003401361,0.1,,,,,,,
5/31/1960,CPUSAM,,,,29.5,,,,254.202,0,0,,,,,,,
6/30/1960,CPUSAM,,,,29.6,,,,254.202,0.003389831,0.1,,,,,,,
7/31/1960,CPUSAM,,,,29.6,,,,254.202,0,0,,,,,,,
8/31/1960,CPUSAM,,,,29.6,,,,254.202,0,0,,,,,,,
9/30/1960,CPUSAM,,,,29.6,,,,254.202,0,0,,,,,,,
10/31/1960,CPUSAM,,,,29.8,,,,254.202,0.006756757,0.2,,,,,,,
11/30/1960,CPUSAM,,,,29.8,,,,254.202,0,0,,,,,,,
12/31/1960,CPUSAM,,,,29.8,,,,254.202,0,0,,,,,,,
1/31/1961,CPUSAM,,,,29.8,,,,254.202,0,0,,,,,,,
2/28/1961,CPUSAM,,,,29.8,,,,254.202,0,0,,,,,,,
3/31/1961,CPUSAM,,,,29.8,,,,254.202,0,0,,,,,,,
4/30/1961,CPUSAM,,,,29.8,,,,254.202,0,0,,,,,,,
5/31/1961,CPUSAM,,,,29.8,,,,254.202,0,0,,,,,,,
6/30/1961,CPUSAM,,,,29.8,,,,254.202,0,0,,,,,,,
7/31/1961,CPUSAM,,,,30,,,,254.202,0.006711409,0.2,,,,,,,
8/31/1961,CPUSAM,,,,29.9,,,,254.202,-0.003333333,-0.1,,,,,,,
9/30/1961,CPUSAM,,,,30,,,,254.202,0.003344482,0.1,,,,,,,
10/31/1961,CPUSAM,,,,30,,,,254.202,0,0,,,,,,,
11/30/1961,CPUSAM,,,,30,,,,254.202,0,0,,,,,,,
12/31/1961,CPUSAM,,,,30,,,,254.202,0,0,,,,,,,
1/31/1962,CPUSAM,,,,30,,,,254.202,0,0,,,,,,,
2/28/1962,CPUSAM,,,,30.1,,,,254.202,0.003333333,0.1,,,,,,,
3/31/1962,CPUSAM,,,,30.1,,,,254.202,0,0,,,,,,,
4/30/1962,CPUSAM,,,,30.2,,,,254.202,0.003322259,0.1,,,,,,,
5/31/1962,CPUSAM,,,,30.2,,,,254.202,0,0,,,,,,,
6/30/1962,CPUSAM,,,,30.2,,,,254.202,0,0,,,,,,,
7/31/1962,CPUSAM,,,,30.3,,,,254.202,0.003311258,0.1,,,,,,,
8/31/1962,CPUSAM,,,,30.3,,,,254.202,0,0,,,,,,,
9/30/1962,CPUSAM,,,,30.4,,,,254.202,0.00330033,0.1,,,,,,,
10/31/1962,CPUSAM,,,,30.4,,,,254.202,0,0,,,,,,,
11/30/1962,CPUSAM,,,,30.4,,,,254.202,0,0,,,,,,,
12/31/1962,CPUSAM,,,,30.4,,,,254.202,0,0,,,,,,,
1/31/1963,CPUSAM,,,,30.4,,,,254.202,0,0,,,,,,,
2/28/1963,CPUSAM,,,,30.4,,,,254.202,0,0,,,,,,,
3/31/1963,CPUSAM,,,,30.5,,,,254.202,0.003289474,0.1,,,,,,,
4/30/1963,CPUSAM,,,,30.5,,,,254.202,0,0,,,,,,,
5/31/1963,CPUSAM,,,,30.5,,,,254.202,0,0,,,,,,,
6/30/1963,CPUSAM,,,,30.6,,,,254.202,0.003278689,0.1,,,,,,,
7/31/1963,CPUSAM,,,,30.7,,,,254.202,0.003267974,0.1,,,,,,,
8/31/1963,CPUSAM,,,,30.7,,,,254.202,0,0,,,,,,,
9/30/1963,CPUSAM,,,,30.7,,,,254.202,0,0,,,,,,,
10/31/1963,CPUSAM,,,,30.8,,,,254.202,0.003257329,0.1,,,,,,,
11/30/1963,CPUSAM,,,,30.8,,,,254.202,0,0,,,,,,,
12/31/1963,CPUSAM,,,,30.9,,,,254.202,0.003246753,0.1,,,,,,,
1/31/1964,CPUSAM,,,,30.9,,,,254.202,0,0,,,,,,,
2/29/1964,CPUSAM,,,,30.9,,,,254.202,0,0,,,,,,,
3/31/1964,CPUSAM,,,,30.9,,,,254.202,0,0,,,,,,,
4/30/1964,CPUSAM,,,,30.9,,,,254.202,0,0,,,,,,,
5/31/1964,CPUSAM,,,,30.9,,,,254.202,0,0,,,,,,,
6/30/1964,CPUSAM,,,,31,,,,254.202,0.003236246,0.1,,,,,,,
7/31/1964,CPUSAM,,,,31.1,,,,254.202,0.003225806,0.1,,,,,,,
8/31/1964,CPUSAM,,,,31,,,,254.202,-0.003215434,-0.1,,,,,,,
9/30/1964,CPUSAM,,,,31.1,,,,254.202,0.003225806,0.1,,,,,,,
10/31/1964,CPUSAM,,,,31.1,,,,254.202,0,0,,,,,,,
11/30/1964,CPUSAM,,,,31.2,,,,254.202,0.003215434,0.1,,,,,,,
12/31/1964,CPUSAM,,,,31.2,,,,254.202,0,0,,,,,,,
1/31/1965,CPUSAM,,,,31.2,,,,254.202,0,0,,,,,,,
2/28/1965,CPUSAM,,,,31.2,,,,254.202,0,0,,,,,,,
3/31/1965,CPUSAM,,,,31.3,,,,254.202,0.003205128,0.1,,,,,,,
4/30/1965,CPUSAM,,,,31.4,,,,254.202,0.003194888,0.1,,,,,,,
5/31/1965,CPUSAM,,,,31.4,,,,254.202,0,0,,,,,,,
6/30/1965,CPUSAM,,,,31.6,,,,254.202,0.006369427,0.2,,,,,,,
7/31/1965,CPUSAM,,,,31.6,,,,254.202,0,0,,,,,,,
8/31/1965,CPUSAM,,,,31.6,,,,254.202,0,0,,,,,,,
9/30/1965,CPUSAM,,,,31.6,,,,254.202,0,0,,,,,,,
10/31/1965,CPUSAM,,,,31.7,,,,254.202,0.003164557,0.1,,,,,,,
11/30/1965,CPUSAM,,,,31.7,,,,254.202,0,0,,,,,,,
12/31/1965,CPUSAM,,,,31.8,,,,254.202,0.003154574,0.1,,,,,,,
1/31/1966,CPUSAM,,,,31.8,,,,254.202,0,0,,,,,,,
2/28/1966,CPUSAM,,,,32,,,,254.202,0.006289308,0.2,,,,,,,
3/31/1966,CPUSAM,,,,32.1,,,,254.202,0.003125,0.1,,,,,,,
4/30/1966,CPUSAM,,,,32.3,,,,254.202,0.00623053,0.2,,,,,,,
5/31/1966,CPUSAM,,,,32.3,,,,254.202,0,0,,,,,,,
6/30/1966,CPUSAM,,,,32.4,,,,254.202,0.003095975,0.1,,,,,,,
7/31/1966,CPUSAM,,,,32.5,,,,254.202,0.00308642,0.1,,,,,,,
8/31/1966,CPUSAM,,,,32.7,,,,254.202,0.006153846,0.2,,,,,,,
9/30/1966,CPUSAM,,,,32.7,,,,254.202,0,0,,,,,,,
10/31/1966,CPUSAM,,,,32.9,,,,254.202,0.006116208,0.2,,,,,,,
11/30/1966,CPUSAM,,,,32.9,,,,254.202,0,0,,,,,,,
12/31/1966,CPUSAM,,,,32.9,,,,254.202,0,0,,,,,,,
1/31/1967,CPUSAM,,,,32.9,,,,254.202,0,0,,,,,,,
2/28/1967,CPUSAM,,,,32.9,,,,254.202,0,0,,,,,,,
3/31/1967,CPUSAM,,,,33,,,,254.202,0.003039514,0.1,,,,,,,
4/30/1967,CPUSAM,,,,33.1,,,,254.202,0.003030303,0.1,,,,,,,
5/31/1967,CPUSAM,,,,33.2,,,,254.202,0.003021148,0.1,,,,,,,
6/30/1967,CPUSAM,,,,33.3,,,,254.202,0.003012048,0.1,,,,,,,
7/31/1967,CPUSAM,,,,33.4,,,,254.202,0.003003003,0.1,,,,,,,
8/31/1967,CPUSAM,,,,33.5,,,,254.202,0.002994012,0.1,,,,,,,
9/30/1967,CPUSAM,,,,33.6,,,,254.202,0.002985075,0.1,,,,,,,
10/31/1967,CPUSAM,,,,33.7,,,,254.202,0.00297619,0.1,,,,,,,
11/30/1967,CPUSAM,,,,33.8,,,,254.202,0.002967359,0.1,,,,,,,
12/31/1967,CPUSAM,,,,33.9,,,,254.202,0.00295858,0.1,,,,,,,
1/31/1968,CPUSAM,,,,34.1,,,,254.202,0.005899705,0.2,,,,,,,
2/29/1968,CPUSAM,,,,34.2,,,,254.202,0.002932551,0.1,,,,,,,
3/31/1968,CPUSAM,,,,34.3,,,,254.202,0.002923977,0.1,,,,,,,
4/30/1968,CPUSAM,,,,34.4,,,,254.202,0.002915452,0.1,,,,,,,
5/31/1968,CPUSAM,,,,34.5,,,,254.202,0.002906977,0.1,,,,,,,
6/30/1968,CPUSAM,,,,34.7,,,,254.202,0.005797101,0.2,,,,,,,
7/31/1968,CPUSAM,,,,34.9,,,,254.202,0.005763689,0.2,,,,,,,
8/31/1968,CPUSAM,,,,35,,,,254.202,0.00286533,0.1,,,,,,,
